"","interception","SR1","SR2","SR4","SR5","INF","WT","RT","r2"
"1",8.08683294751846,-1.91946314517579,-0.160403362253619,-2.28335705643767,-0.441161416173762,-3.34334010905218,-0.0590898081924177,-6.0903589923475,0.94754494646885
"2",9.43565324846482,-1.91695622090668,-0.161296454850451,-2.24334337717134,-0.432874867504425,-3.43510539709523,-0.0885948129809896,-5.86888901607646,0.946734365377402
"3",10.5806202428061,-1.91651471497863,-0.162720578062118,-2.20598133211168,-0.424195074507512,-3.5490505496716,-0.107811827090833,-5.63834465378502,0.946371303219578
"4",12.0237099368932,-1.9170554314836,-0.163859504530616,-2.17083315943507,-0.41541676056066,-3.66221063063597,-0.115798471654823,-5.40351350385027,0.946200615115293
"5",13.3583593733082,-1.91722005055922,-0.164616429977606,-2.14153362333549,-0.40808670224484,-3.78548860913407,-0.116318248301716,-5.17564604802682,0.946265195399796
"6",14.5256802253914,-1.95177645102377,-0.164883589874601,-2.1500690249808,-0.438656601793781,-3.90650398230204,-0.107314313184399,-4.9544107007375,0.947843519388758
"7",16.19302163238,-2.1745793951163,-0.164316878797079,-2.26628873096455,-0.662547244463489,-4.06629297719133,-0.0796357267884077,-4.72483007014152,0.954667591783682
"8",16.0816723881604,-2.37465741481328,-0.164181747445623,-2.39155205127689,-0.870181306595806,-4.24514693111398,-0.0451389917359528,-4.47002602236467,0.960641406673908
"9",15.7065425029338,-2.37568162787207,-0.164941374065692,-2.48350566750865,-0.866873514714903,-4.30964512490807,-0.00683510337603492,-4.30184176158187,0.962078070253024
"10",15.043662019691,-2.30658589748834,-0.163560019452792,-2.56787935730206,-0.79146834884274,-4.36258754651444,0.0311130232971536,-4.20613635331096,0.962623812338142
"11",14.3785635343347,-2.26889769470323,-0.161552617323618,-2.73597148484551,-0.746977980379703,-4.412922912324,0.0593300416176468,-4.21300551277545,0.964493174825896
"12",14.2641934965251,-2.23976727422085,-0.158587988016248,-3.15139203477478,-0.722398121544246,-4.42338424147755,0.0562358738051657,-4.3169773649416,0.969314616459961
"13",13.9183989736719,-2.22947045855745,-0.157537252215887,-3.65008833245427,-0.701959344605288,-4.40206519125539,0.071687257839902,-4.4887261279119,0.973113095562383
"14",13.4243822759121,-2.22657781828586,-0.158687902267543,-3.97959809736885,-0.686674688616953,-4.31856212516485,0.105954127475834,-4.75541835788428,0.974676865684588
"15",13.2610988180053,-2.237679676363,-0.161276450210064,-4.12076172011146,-0.687556767380213,-4.24998769712068,0.14030061616274,-5.042146036463,0.975078552152185
"16",13.6150508254896,-2.25131119383516,-0.164404124246517,-4.05814703751306,-0.694334555646194,-4.22781918147462,0.158197069874243,-5.25751407903234,0.974151581763654
"17",13.2194502347594,-2.25767584494728,-0.167926384382844,-3.83079091816913,-0.69375502327286,-4.25496261759946,0.166584751592048,-5.41641910768826,0.971881739180597
"18",13.0567079876386,-2.24574742385933,-0.171160939219159,-3.55654369701496,-0.670241751868951,-4.30229743528005,0.171901320083391,-5.50681135087202,0.968860489925777
"19",12.8155741121846,-2.2075856764499,-0.173127068599805,-3.30551490853829,-0.618078133587944,-4.36495005620825,0.169145937684051,-5.50316182810734,0.965825148528771
"20",12.8210685463127,-2.15965566274462,-0.174408603210157,-2.95198613590083,-0.553970110287248,-4.39842180680902,0.17240965404341,-5.44978373330459,0.961203405544129
"21",12.9998351705693,-2.13834445256922,-0.176560311150611,-2.71578857620192,-0.514215996097598,-4.37593612170675,0.175979269750684,-5.34276262644335,0.957071430433182
"22",13.7343604826658,-2.13199124204584,-0.179967084104562,-2.58429979341872,-0.494083567836174,-4.37172127311864,0.17171988364102,-5.1707190090096,0.954214260323293
